                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.59923,                 1.0636,                 1.1801,                0.58724,                0.50781,                0.53984,                0.44821,                 0.6189,                 1.2603,                 1.1461,               0.004918,               0.004918,               0.004918
                    157,                0.59347,                 1.0493,                 1.1781,                0.62706,                0.49709,                0.54806,                0.45765,                0.60595,                 1.2463,                 1.1367,               0.004885,               0.004885,               0.004885
                    158,                0.59412,                  1.049,                 1.1741,                0.65146,                0.49999,                0.55144,                0.45685,                0.60664,                 1.2498,                 1.1361,               0.004852,               0.004852,               0.004852
                    159,                0.59056,                 1.0384,                 1.1681,                0.64167,                0.51385,                0.56179,                0.46777,                0.60031,                 1.2358,                 1.1329,               0.004819,               0.004819,               0.004819
                    160,                0.57812,                 1.0078,                 1.1645,                0.67154,                0.49919,                0.56784,                0.47431,                0.60375,                 1.2534,                 1.1347,               0.004786,               0.004786,               0.004786
                    161,                0.58496,                 1.0183,                 1.1649,                 0.5836,                0.54747,                0.56971,                0.47648,                0.60491,                 1.2327,                  1.139,               0.004753,               0.004753,               0.004753
                    162,                0.58087,                 1.0232,                 1.1699,                0.70345,                0.49973,                0.56335,                 0.4683,                0.60038,                 1.2352,                 1.1306,                0.00472,                0.00472,                0.00472
                    163,                 0.5822,                 1.0171,                 1.1624,                 0.6223,                0.54251,                0.56912,                0.47164,                0.60176,                 1.2303,                 1.1336,               0.004687,               0.004687,               0.004687
                    164,                0.57779,                 1.0008,                 1.1625,                0.58355,                0.54818,                0.56721,                0.46984,                0.59717,                 1.2331,                 1.1304,               0.004654,               0.004654,               0.004654
                    165,                0.57176,                0.98368,                 1.1518,                0.59025,                0.54516,                0.57055,                0.47109,                0.60474,                   1.23,                 1.1366,               0.004621,               0.004621,               0.004621
                    166,                0.57906,                0.99524,                 1.1597,                0.74742,                0.48716,                0.56506,                0.46874,                0.60696,                 1.2307,                 1.1384,               0.004588,               0.004588,               0.004588
                    167,                0.57383,                0.97571,                 1.1607,                0.67328,                0.50375,                0.56391,                0.46487,                0.60696,                 1.2289,                 1.1395,               0.004555,               0.004555,               0.004555
                    168,                0.57046,                0.97636,                 1.1522,                0.73679,                0.49213,                0.56317,                0.46384,                0.60948,                 1.2139,                   1.14,               0.004522,               0.004522,               0.004522
                    169,                0.57388,                 1.0043,                 1.1603,                0.76017,                0.48739,                0.55908,                0.46008,                0.60984,                 1.2074,                 1.1401,               0.004489,               0.004489,               0.004489
                    170,                0.57107,                0.97788,                 1.1578,                0.71451,                0.50018,                0.56177,                0.46378,                0.61071,                 1.2121,                 1.1414,               0.004456,               0.004456,               0.004456
                    171,                0.57766,                0.98803,                 1.1604,                0.61179,                0.51682,                0.56148,                0.46888,                0.60764,                 1.2163,                 1.1399,               0.004423,               0.004423,               0.004423
                    172,                0.57001,                0.96902,                 1.1505,                0.64781,                0.51959,                0.56026,                0.46564,                0.60199,                 1.2149,                 1.1352,                0.00439,                0.00439,                0.00439
                    173,                0.56667,                0.95001,                 1.1498,                0.66249,                0.50156,                0.55834,                0.46314,                0.59877,                  1.228,                 1.1338,               0.004357,               0.004357,               0.004357
                    174,                0.56736,                0.95226,                 1.1499,                0.66045,                0.49542,                0.55868,                 0.4633,                0.59359,                  1.218,                 1.1304,               0.004324,               0.004324,               0.004324
                    175,                0.55965,                0.95525,                 1.1462,                 0.6757,                0.50231,                0.56225,                0.46476,                 0.5981,                 1.2143,                 1.1339,               0.004291,               0.004291,               0.004291
                    176,                0.56437,                0.95859,                 1.1499,                0.68052,                0.50767,                0.56391,                0.46815,                0.60111,                 1.2127,                 1.1339,               0.004258,               0.004258,               0.004258
                    177,                0.56134,                 0.9475,                 1.1477,                0.73224,                0.50158,                 0.5624,                 0.4675,                0.60008,                 1.2128,                 1.1321,               0.004225,               0.004225,               0.004225
                    178,                0.55255,                0.92994,                 1.1404,                0.73743,                0.49961,                0.56791,                 0.4721,                 0.6009,                 1.2084,                 1.1342,               0.004192,               0.004192,               0.004192
                    179,                   0.56,                0.94342,                 1.1453,                0.69355,                 0.5132,                0.56582,                0.47135,                 0.6046,                 1.2137,                 1.1386,               0.004159,               0.004159,               0.004159
                    180,                0.56504,                0.94303,                 1.1515,                0.71349,                0.51866,                0.56626,                  0.467,                0.60635,                 1.2138,                 1.1412,               0.004126,               0.004126,               0.004126
                    181,                0.56043,                0.93666,                 1.1446,                 0.6838,                0.51491,                0.56672,                0.46781,                0.60436,                 1.2109,                 1.1425,               0.004093,               0.004093,               0.004093
                    182,                0.55548,                 0.9346,                 1.1409,                0.68883,                0.51797,                0.57196,                0.47355,                  0.603,                 1.2187,                  1.142,                0.00406,                0.00406,                0.00406
                    183,                 0.5485,                0.91082,                 1.1349,                0.64787,                0.52939,                0.57283,                0.47408,                0.60041,                 1.2237,                 1.1388,               0.004027,               0.004027,               0.004027
                    184,                0.55756,                0.92885,                 1.1473,                0.63387,                0.53657,                0.57439,                 0.4747,                0.60102,                 1.2176,                 1.1396,               0.003994,               0.003994,               0.003994
                    185,                0.54583,                0.90488,                 1.1378,                 0.6395,                0.52553,                0.57196,                0.47596,                0.60478,                 1.2183,                 1.1417,               0.003961,               0.003961,               0.003961
                    186,                0.55275,                0.92296,                 1.1377,                 0.6341,                0.52424,                0.57465,                0.47667,                0.60638,                 1.2207,                 1.1413,               0.003928,               0.003928,               0.003928
                    187,                0.54908,                0.90467,                 1.1416,                0.62121,                0.53073,                0.57238,                0.47365,                0.60739,                  1.223,                 1.1421,               0.003895,               0.003895,               0.003895
                    188,                0.54649,                0.90149,                 1.1326,                0.57232,                0.54598,                0.57342,                0.47589,                 0.6053,                 1.2273,                 1.1399,               0.003862,               0.003862,               0.003862
                    189,                0.54499,                0.89243,                 1.1336,                0.51461,                0.55775,                 0.5848,                0.48455,                0.60603,                 1.2319,                 1.1402,               0.003829,               0.003829,               0.003829
                    190,                0.54835,                0.90022,                 1.1344,                0.65552,                0.52046,                0.58397,                0.48543,                0.60218,                 1.2328,                 1.1364,               0.003796,               0.003796,               0.003796
                    191,                0.54043,                0.89177,                 1.1276,                0.71833,                0.51321,                0.58586,                0.48455,                 0.6021,                 1.2259,                 1.1367,               0.003763,               0.003763,               0.003763
                    192,                0.54163,                0.89014,                 1.1332,                0.71866,                0.50946,                0.58431,                0.48423,                0.59974,                 1.2246,                 1.1345,                0.00373,                0.00373,                0.00373
                    193,                0.54127,                0.87985,                 1.1292,                0.70101,                0.51838,                0.58068,                0.47836,                0.60031,                 1.2255,                  1.137,               0.003697,               0.003697,               0.003697
                    194,                0.53933,                0.87194,                 1.1285,                0.71003,                0.51894,                0.58692,                0.47936,                0.60088,                 1.2217,                 1.1425,               0.003664,               0.003664,               0.003664
                    195,                0.54231,                0.89184,                 1.1335,                0.67373,                0.53776,                0.58761,                0.48153,                0.60532,                 1.2221,                 1.1475,               0.003631,               0.003631,               0.003631
                    196,                0.53884,                0.87346,                 1.1329,                0.64535,                0.53942,                0.58477,                0.48172,                0.60677,                 1.2194,                 1.1477,               0.003598,               0.003598,               0.003598
                    197,                0.53606,                0.87759,                 1.1236,                0.72405,                0.50145,                0.56945,                0.47054,                0.60677,                 1.2207,                 1.1472,               0.003565,               0.003565,               0.003565
                    198,                0.53783,                0.88015,                 1.1256,                 0.6986,                0.51175,                0.56486,                0.46936,                0.60842,                 1.2209,                 1.1489,               0.003532,               0.003532,               0.003532
                    199,                0.53773,                0.85878,                 1.1259,                0.65939,                0.52174,                0.56596,                0.47207,                0.60594,                 1.2219,                 1.1457,               0.003499,               0.003499,               0.003499
                    200,                0.53669,                0.85367,                 1.1254,                0.67381,                0.52267,                0.58019,                0.48483,                0.60339,                 1.2226,                  1.143,               0.003466,               0.003466,               0.003466
                    201,                 0.5322,                0.84955,                 1.1204,                0.67505,                0.52894,                0.58446,                0.48463,                0.60321,                 1.2215,                 1.1444,               0.003433,               0.003433,               0.003433
                    202,                 0.5299,                 0.8479,                 1.1231,                 0.6914,                 0.5322,                0.58483,                0.48528,                0.60312,                 1.2204,                 1.1454,                 0.0034,                 0.0034,                 0.0034
                    203,                0.52743,                0.83639,                 1.1212,                0.70013,                0.52897,                0.58627,                0.48685,                0.60366,                 1.2218,                 1.1454,               0.003367,               0.003367,               0.003367
                    204,                0.53025,                0.85063,                 1.1226,                0.68907,                 0.5255,                0.58627,                0.48805,                 0.6027,                 1.2244,                 1.1458,               0.003334,               0.003334,               0.003334
                    205,                0.52342,                0.84154,                 1.1133,                0.70564,                 0.5293,                0.56951,                  0.473,                0.60306,                 1.2224,                 1.1468,               0.003301,               0.003301,               0.003301
                    206,                0.52018,                0.82874,                  1.112,                0.67197,                0.53852,                0.56874,                0.47347,                0.60342,                 1.2232,                 1.1466,               0.003268,               0.003268,               0.003268
                    207,                0.52433,                0.83116,                 1.1181,                0.68725,                0.53103,                0.57138,                0.47464,                0.60306,                 1.2226,                 1.1472,               0.003235,               0.003235,               0.003235
                    208,                0.52473,                0.82319,                 1.1154,                0.71192,                0.51761,                0.57694,                 0.4792,                0.60507,                 1.2253,                 1.1502,               0.003202,               0.003202,               0.003202
                    209,                 0.5146,                0.81767,                  1.106,                0.70218,                 0.5221,                0.57251,                0.47789,                0.60551,                 1.2252,                 1.1523,               0.003169,               0.003169,               0.003169
                    210,                 0.5146,                0.81552,                 1.1129,                0.69413,                 0.5279,                0.57201,                0.47646,                0.60457,                 1.2243,                 1.1526,               0.003136,               0.003136,               0.003136
                    211,                0.52253,                0.83752,                  1.115,                0.70405,                0.52607,                0.57025,                0.47469,                0.60523,                 1.2213,                 1.1541,               0.003103,               0.003103,               0.003103
                    212,                0.51997,                0.82831,                 1.1171,                0.70458,                0.52296,                0.57334,                0.47658,                0.60382,                 1.2176,                 1.1528,                0.00307,                0.00307,                0.00307
                    213,                0.51523,                0.80749,                 1.1099,                0.70216,                0.52113,                0.56738,                0.47232,                0.60285,                 1.2176,                 1.1509,               0.003037,               0.003037,               0.003037
                    214,                0.51658,                0.79809,                 1.1024,                0.67796,                   0.53,                0.56835,                0.47394,                 0.6034,                 1.2164,                 1.1515,               0.003004,               0.003004,               0.003004
                    215,                 0.5174,                0.81216,                 1.1113,                0.68137,                0.53384,                0.57138,                0.47748,                0.60077,                 1.2127,                 1.1499,               0.002971,               0.002971,               0.002971
                    216,                0.51368,                0.79587,                  1.106,                 0.6771,                0.53411,                 0.5694,                0.47913,                0.59899,                 1.2116,                 1.1485,               0.002938,               0.002938,               0.002938
                    217,                 0.5162,                0.79528,                 1.1086,                0.66983,                0.53848,                0.57247,                 0.4802,                0.59859,                 1.2076,                 1.1479,               0.002905,               0.002905,               0.002905
                    218,                0.50902,                0.79549,                 1.1026,                0.67175,                0.53301,                0.57652,                0.48423,                 0.5988,                 1.2044,                 1.1476,               0.002872,               0.002872,               0.002872
                    219,                0.50767,                0.79148,                  1.105,                0.66464,                0.53613,                0.57372,                 0.4826,                 0.5995,                 1.2049,                 1.1487,               0.002839,               0.002839,               0.002839
                    220,                0.50958,                 0.7967,                 1.1056,                0.66814,                0.53218,                0.57309,                0.48243,                0.59993,                 1.2038,                 1.1484,               0.002806,               0.002806,               0.002806
                    221,                0.50371,                0.77708,                 1.1013,                0.67738,                0.53565,                 0.5749,                0.48374,                0.60146,                 1.2068,                 1.1498,               0.002773,               0.002773,               0.002773
                    222,                0.51033,                0.79105,                  1.104,                0.68646,                0.52658,                0.57448,                0.48327,                0.60131,                  1.206,                 1.1497,                0.00274,                0.00274,                0.00274
                    223,                0.49984,                0.78462,                    1.1,                0.67132,                0.53584,                0.57486,                0.48403,                 0.6011,                 1.2045,                  1.149,               0.002707,               0.002707,               0.002707
                    224,                0.50637,                0.76755,                 1.0966,                0.66716,                0.54196,                0.57604,                0.48178,                0.60234,                 1.2052,                 1.1499,               0.002674,               0.002674,               0.002674
                    225,                0.50105,                0.77963,                 1.0978,                0.61477,                0.54478,                0.57656,                0.48113,                0.60237,                 1.2055,                 1.1498,               0.002641,               0.002641,               0.002641
                    226,                0.50828,                0.77011,                 1.1048,                0.69855,                0.52335,                0.57479,                 0.4804,                0.60167,                 1.2038,                  1.149,               0.002608,               0.002608,               0.002608
                    227,                0.50181,                0.76443,                 1.1018,                 0.7047,                0.52422,                0.57623,                0.48175,                0.60107,                 1.2019,                  1.148,               0.002575,               0.002575,               0.002575
                    228,                0.50328,                0.76535,                 1.0999,                0.70626,                0.52363,                0.57702,                0.48225,                 0.6014,                 1.2018,                 1.1482,               0.002542,               0.002542,               0.002542
                    229,                0.49522,                0.74647,                 1.0956,                 0.7113,                0.52328,                 0.5774,                 0.4816,                 0.6028,                 1.2038,                 1.1495,               0.002509,               0.002509,               0.002509
                    230,                0.49459,                0.75212,                 1.0927,                0.70681,                0.52441,                0.57786,                 0.4815,                0.60321,                 1.2032,                 1.1498,               0.002476,               0.002476,               0.002476
                    231,                 0.4993,                0.76411,                 1.0959,                0.70058,                0.52426,                0.57773,                0.48107,                0.60233,                 1.2015,                 1.1492,               0.002443,               0.002443,               0.002443
                    232,                0.49417,                0.74246,                 1.0933,                0.70983,                0.52879,                0.57978,                0.48178,                0.60253,                 1.2004,                 1.1493,                0.00241,                0.00241,                0.00241
                    233,                0.49544,                0.75087,                 1.0955,                0.68581,                0.53127,                0.57834,                0.48107,                0.60271,                 1.1975,                 1.1499,               0.002377,               0.002377,               0.002377
                    234,                0.49313,                0.74745,                 1.0887,                0.67656,                0.53332,                0.57908,                0.48106,                0.60287,                 1.1978,                 1.1504,               0.002344,               0.002344,               0.002344
                    235,                0.50174,                0.75506,                 1.0982,                0.67312,                0.53389,                0.57899,                0.48077,                0.60277,                 1.1993,                 1.1497,               0.002311,               0.002311,               0.002311
                    236,                0.49684,                0.75146,                 1.0965,                0.68658,                0.53132,                 0.5796,                0.48089,                  0.603,                 1.2003,                 1.1495,               0.002278,               0.002278,               0.002278
                    237,                 0.4833,                 0.7372,                 1.0846,                0.67633,                0.53335,                0.57901,                0.48145,                0.60496,                 1.2028,                 1.1517,               0.002245,               0.002245,               0.002245
                    238,                0.48285,                0.73095,                 1.0817,                0.67552,                0.53464,                0.58114,                0.48482,                  0.606,                 1.2025,                 1.1523,               0.002212,               0.002212,               0.002212
                    239,                0.48681,                0.73046,                  1.086,                0.67753,                0.53512,                0.58152,                0.48541,                0.60548,                 1.2017,                 1.1521,               0.002179,               0.002179,               0.002179
                    240,                0.48585,                0.72568,                 1.0871,                0.68551,                0.53097,                0.58055,                0.48454,                  0.605,                 1.2012,                 1.1515,               0.002146,               0.002146,               0.002146
                    241,                0.48416,                0.72641,                 1.0906,                0.69038,                0.53001,                0.58094,                0.48479,                0.60419,                 1.2001,                 1.1513,               0.002113,               0.002113,               0.002113
                    242,                0.47985,                0.71136,                 1.0825,                0.68563,                 0.5303,                 0.5812,                0.48547,                0.60392,                 1.2012,                 1.1512,                0.00208,                0.00208,                0.00208
                    243,                0.48023,                0.72047,                 1.0853,                0.68236,                0.53387,                 0.5795,                 0.4831,                0.60268,                  1.201,                 1.1509,               0.002047,               0.002047,               0.002047
                    244,                0.48393,                0.70881,                 1.0879,                0.67833,                0.53134,                0.57993,                0.48453,                0.60204,                 1.2018,                 1.1507,               0.002014,               0.002014,               0.002014
                    245,                0.48234,                0.71469,                 1.0835,                0.68183,                 0.5313,                0.59354,                0.49634,                0.60169,                 1.2033,                 1.1501,               0.001981,               0.001981,               0.001981
                    246,                0.47613,                0.71001,                  1.078,                0.66681,                0.52731,                0.59145,                0.49515,                0.60162,                 1.2039,                 1.1497,               0.001948,               0.001948,               0.001948
                    247,                0.47067,                0.69995,                 1.0768,                0.72769,                0.51038,                 0.5913,                0.49451,                0.60252,                  1.203,                 1.1505,               0.001915,               0.001915,               0.001915
                    248,                0.47654,                0.70938,                 1.0772,                0.72721,                0.51225,                 0.5913,                0.49525,                0.60374,                 1.2022,                  1.152,               0.001882,               0.001882,               0.001882
                    249,                0.47898,                0.70022,                 1.0766,                0.72287,                0.51324,                0.59043,                0.49456,                0.60472,                 1.2022,                 1.1542,               0.001849,               0.001849,               0.001849
                    250,                0.47327,                0.69424,                 1.0768,                0.71406,                0.51894,                 0.5898,                0.49364,                0.60551,                 1.2033,                 1.1552,               0.001816,               0.001816,               0.001816
                    251,                0.47188,                 0.7048,                   1.08,                0.71735,                0.51838,                0.58957,                0.49324,                0.60556,                  1.203,                 1.1557,               0.001783,               0.001783,               0.001783
                    252,                 0.4732,                0.70266,                 1.0794,                0.71799,                0.51915,                0.58899,                0.49351,                0.60727,                 1.2013,                 1.1586,                0.00175,                0.00175,                0.00175
                    253,                 0.4698,                0.69321,                  1.071,                0.67532,                0.52482,                0.58886,                0.49128,                0.60631,                 1.2006,                 1.1573,               0.001717,               0.001717,               0.001717
                    254,                0.47089,                0.69607,                 1.0721,                0.67584,                 0.5245,                0.58968,                0.49146,                0.60717,                 1.2006,                 1.1586,               0.001684,               0.001684,               0.001684
                    255,                0.47054,                0.67779,                 1.0725,                0.67564,                0.52515,                0.58803,                 0.4907,                0.60762,                 1.1993,                 1.1594,               0.001651,               0.001651,               0.001651
                    256,                0.47048,                0.68581,                 1.0772,                0.67434,                0.52511,                0.58804,                0.49092,                0.60778,                 1.1987,                 1.1596,               0.001618,               0.001618,               0.001618
                    257,                0.47292,                0.68713,                 1.0771,                0.67195,                0.52733,                0.58759,                0.49088,                0.60796,                 1.1994,                   1.16,               0.001585,               0.001585,               0.001585
                    258,                0.47421,                0.69516,                 1.0762,                0.67253,                0.52911,                0.58777,                0.49115,                0.60726,                  1.199,                 1.1592,               0.001552,               0.001552,               0.001552
                    259,                0.45931,                0.67301,                 1.0701,                0.67634,                0.52768,                0.59064,                0.49403,                0.60735,                 1.1989,                 1.1593,               0.001519,               0.001519,               0.001519
                    260,                0.46811,                0.67575,                 1.0739,                0.67632,                0.52647,                0.59064,                0.49449,                0.60717,                 1.1988,                 1.1599,               0.001486,               0.001486,               0.001486
                    261,                0.47107,                0.67697,                 1.0753,                0.67718,                0.52235,                 0.5917,                 0.4954,                0.60697,                 1.1991,                   1.16,               0.001453,               0.001453,               0.001453
                    262,                0.46449,                0.67112,                 1.0743,                0.71465,                0.52163,                0.59285,                0.49561,                 0.6065,                 1.1978,                 1.1593,                0.00142,                0.00142,                0.00142
                    263,                0.46757,                0.67272,                 1.0751,                0.68425,                0.52563,                0.59302,                0.49549,                0.60644,                 1.1984,                 1.1594,               0.001387,               0.001387,               0.001387
                    264,                0.45907,                 0.6669,                 1.0735,                0.67748,                0.52385,                0.59264,                0.49569,                0.60607,                  1.199,                 1.1585,               0.001354,               0.001354,               0.001354
                    265,                 0.4588,                0.66868,                  1.069,                0.68201,                0.52677,                0.59315,                0.49553,                0.60599,                    1.2,                 1.1584,               0.001321,               0.001321,               0.001321
                    266,                0.46244,                0.67044,                 1.0716,                 0.7197,                0.51115,                0.59213,                0.49482,                0.60589,                 1.2016,                  1.158,               0.001288,               0.001288,               0.001288
                    267,                 0.4585,                0.66743,                 1.0696,                0.71959,                 0.5127,                 0.5922,                0.49531,                0.60643,                 1.2029,                 1.1585,               0.001255,               0.001255,               0.001255
                    268,                0.45048,                0.65053,                 1.0619,                0.72101,                0.51223,                0.59165,                0.49409,                0.60658,                 1.2032,                 1.1586,               0.001222,               0.001222,               0.001222
                    269,                0.45532,                0.66716,                 1.0608,                0.72072,                0.51213,                0.59189,                0.49679,                0.60672,                  1.203,                 1.1585,               0.001189,               0.001189,               0.001189
                    270,                0.46523,                0.66226,                 1.0704,                0.71832,                0.51342,                0.59177,                0.49746,                 0.6065,                 1.2013,                  1.158,               0.001156,               0.001156,               0.001156
                    271,                0.45552,                0.65338,                 1.0676,                0.71908,                0.51263,                0.59184,                0.49462,                0.60675,                 1.2013,                 1.1581,               0.001123,               0.001123,               0.001123
                    272,                0.45841,                0.65945,                  1.069,                0.71869,                0.51263,                0.59188,                0.49509,                0.60671,                 1.2011,                  1.158,                0.00109,                0.00109,                0.00109
                    273,                0.45058,                0.64022,                 1.0609,                0.59013,                0.58928,                0.59119,                0.49428,                0.60634,                 1.2013,                 1.1575,               0.001057,               0.001057,               0.001057
                    274,                0.44875,                0.64739,                 1.0608,                0.58884,                0.58927,                0.59073,                0.49663,                0.60596,                 1.2009,                 1.1573,               0.001024,               0.001024,               0.001024
                    275,                0.45066,                0.64851,                  1.065,                0.58585,                0.58865,                0.59103,                0.49668,                0.60587,                 1.2009,                 1.1571,               0.000991,               0.000991,               0.000991
                    276,                0.45019,                 0.6364,                 1.0617,                0.58532,                 0.5887,                 0.5913,                0.49743,                 0.6062,                  1.201,                 1.1573,               0.000958,               0.000958,               0.000958
                    277,                0.44547,                0.63777,                 1.0572,                 0.5859,                0.58872,                0.59132,                0.49717,                0.60599,                 1.2023,                 1.1572,               0.000925,               0.000925,               0.000925
                    278,                0.44991,                0.64145,                   1.06,                0.58628,                0.58866,                0.59134,                0.49703,                0.60659,                 1.2033,                 1.1577,               0.000892,               0.000892,               0.000892
                    279,                0.44456,                0.62974,                 1.0585,                0.58531,                0.58816,                 0.5911,                0.49676,                0.60608,                 1.2035,                 1.1575,               0.000859,               0.000859,               0.000859
                    280,                0.44444,                0.63592,                 1.0557,                  0.585,                0.58816,                0.59138,                0.49693,                0.60619,                 1.2041,                 1.1571,               0.000826,               0.000826,               0.000826
                    281,                0.44579,                0.63701,                 1.0622,                  0.587,                0.58899,                0.59143,                0.49694,                0.60622,                 1.2033,                 1.1573,               0.000793,               0.000793,               0.000793
                    282,                0.44249,                0.62531,                 1.0562,                0.58736,                0.58915,                0.59135,                0.49712,                0.60617,                 1.2028,                 1.1572,                0.00076,                0.00076,                0.00076
                    283,                0.44306,                 0.6206,                 1.0532,                0.58555,                  0.589,                0.59131,                0.49736,                0.60631,                  1.203,                 1.1574,               0.000727,               0.000727,               0.000727
                    284,                0.44133,                0.61973,                 1.0518,                 0.5825,                0.58996,                0.59128,                0.49713,                0.60656,                 1.2027,                 1.1576,               0.000694,               0.000694,               0.000694
                    285,                0.44544,                0.61613,                 1.0556,                0.58435,                0.58976,                0.59105,                0.49706,                0.60637,                 1.2032,                 1.1574,               0.000661,               0.000661,               0.000661
                    286,                0.43638,                 0.6168,                 1.0515,                0.58298,                0.58977,                0.59152,                0.49687,                 0.6064,                 1.2027,                 1.1571,               0.000628,               0.000628,               0.000628
                    287,                0.44302,                0.62648,                 1.0541,                0.58603,                0.58976,                0.59154,                0.49738,                0.60679,                  1.201,                 1.1572,               0.000595,               0.000595,               0.000595
                    288,                0.43658,                0.61395,                 1.0492,                0.66314,                0.53482,                0.59336,                0.49882,                0.60665,                  1.201,                 1.1574,               0.000562,               0.000562,               0.000562
                    289,                0.44152,                0.62134,                 1.0563,                0.66184,                0.53586,                0.59338,                 0.4981,                0.60663,                 1.2002,                 1.1573,               0.000529,               0.000529,               0.000529
                    290,                0.44218,                0.62458,                 1.0563,                0.66097,                0.53536,                0.59333,                0.49798,                0.60641,                 1.1991,                 1.1572,               0.000496,               0.000496,               0.000496
                    291,                0.42974,                0.60401,                 1.0451,                0.66174,                0.53511,                0.59341,                0.49802,                0.60658,                 1.2005,                 1.1577,               0.000463,               0.000463,               0.000463
                    292,                0.43327,                0.61127,                 1.0459,                0.66025,                0.53529,                0.59322,                0.49763,                0.60702,                 1.1994,                 1.1579,                0.00043,                0.00043,                0.00043
                    293,                0.42763,                0.59748,                 1.0431,                0.66087,                0.53535,                0.59323,                0.49768,                0.60681,                 1.1995,                 1.1578,               0.000397,               0.000397,               0.000397
                    294,                0.43384,                 0.6085,                 1.0484,                0.65857,                0.53659,                0.59265,                0.49755,                0.60704,                 1.1999,                 1.1577,               0.000364,               0.000364,               0.000364
                    295,                0.43611,                0.60918,                   1.05,                0.65796,                0.53731,                0.59248,                 0.4971,                0.60729,                 1.1999,                 1.1582,               0.000331,               0.000331,               0.000331
                    296,                0.42939,                0.60007,                 1.0502,                0.65823,                0.53743,                0.59238,                0.49653,                0.60728,                 1.1995,                 1.1584,               0.000298,               0.000298,               0.000298
                    297,                0.43683,                0.60872,                 1.0515,                0.65997,                0.53682,                0.59208,                0.49622,                0.60752,                 1.1986,                 1.1583,               0.000265,               0.000265,               0.000265
                    298,                0.43377,                0.60454,                 1.0507,                0.65883,                0.53721,                 0.5921,                0.49613,                 0.6075,                 1.1991,                 1.1581,               0.000232,               0.000232,               0.000232
                    299,                0.42367,                0.59947,                 1.0412,                0.66098,                  0.536,                0.59223,                0.49623,                0.60765,                 1.1988,                 1.1585,               0.000199,               0.000199,               0.000199
                    300,                0.42407,                 0.5906,                 1.0418,                0.66544,                0.53172,                0.59215,                0.49637,                0.60782,                 1.1983,                 1.1587,               0.000166,               0.000166,               0.000166
