                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.54351,                0.81548,                  1.118,                0.74309,                0.51987,                0.55832,                0.46274,                0.63998,                 1.2677,                 1.1839,               0.004885,               0.004885,               0.004885
                    158,                0.53706,                0.79576,                 1.1105,                0.73079,                0.50623,                0.55352,                0.46068,                0.63714,                 1.2503,                 1.1749,               0.004852,               0.004852,               0.004852
                    159,                0.54077,                0.79781,                 1.1143,                0.73273,                0.49369,                 0.5494,                0.45631,                0.63971,                   1.27,                 1.1759,               0.004819,               0.004819,               0.004819
                    160,                 0.5438,                0.79354,                 1.1158,                0.64513,                0.52585,                0.55026,                0.45611,                 0.6386,                 1.2715,                 1.1744,               0.004786,               0.004786,               0.004786
                    161,                0.53756,                0.79979,                 1.1138,                0.72966,                0.49504,                 0.5483,                0.45561,                0.63508,                 1.2684,                 1.1677,               0.004753,               0.004753,               0.004753
                    162,                0.53129,                0.78496,                 1.1038,                0.74706,                0.51584,                0.55248,                0.45615,                0.63629,                 1.2601,                 1.1694,                0.00472,                0.00472,                0.00472
                    163,                 0.5329,                 0.7684,                 1.1047,                0.75685,                0.50733,                 0.5486,                0.45383,                0.63303,                 1.2616,                 1.1698,               0.004687,               0.004687,               0.004687
                    164,                0.53815,                0.78111,                  1.111,                0.76712,                0.49428,                0.54473,                0.45243,                0.63523,                 1.2601,                 1.1727,               0.004654,               0.004654,               0.004654
                    165,                0.53325,                0.77893,                 1.1074,                0.75928,                0.50539,                0.55326,                0.45962,                0.63433,                  1.267,                 1.1719,               0.004621,               0.004621,               0.004621
                    166,                0.52704,                0.77373,                 1.1022,                0.76021,                0.50012,                0.55247,                0.45734,                0.63134,                 1.2569,                 1.1698,               0.004588,               0.004588,               0.004588
                    167,                0.52654,                0.75546,                 1.1041,                0.77227,                0.49945,                0.55725,                0.46072,                  0.631,                 1.2574,                 1.1714,               0.004555,               0.004555,               0.004555
                    168,                0.52368,                0.76681,                 1.0978,                0.76927,                0.49777,                 0.5568,                 0.4591,                0.62977,                 1.2512,                 1.1702,               0.004522,               0.004522,               0.004522
                    169,                0.52494,                0.76204,                 1.1004,                0.76314,                0.49839,                0.55482,                0.45993,                0.63116,                 1.2534,                 1.1711,               0.004489,               0.004489,               0.004489
                    170,                 0.5196,                0.75491,                 1.1019,                0.76861,                0.48367,                0.54676,                  0.454,                0.63226,                 1.2531,                 1.1764,               0.004456,               0.004456,               0.004456
                    171,                 0.5204,                0.75468,                 1.0977,                0.76365,                0.49431,                0.54839,                0.45925,                0.62893,                  1.256,                 1.1711,               0.004423,               0.004423,               0.004423
                    172,                 0.5275,                0.75931,                 1.0999,                0.76342,                0.49217,                0.55154,                0.46063,                0.62694,                 1.2468,                  1.172,                0.00439,                0.00439,                0.00439
                    173,                0.52423,                0.75135,                 1.0999,                0.68428,                 0.5089,                0.55104,                0.46203,                0.62369,                 1.2415,                 1.1716,               0.004357,               0.004357,               0.004357
                    174,                0.51088,                0.74218,                 1.0943,                0.76306,                0.49515,                0.54919,                0.46055,                0.62718,                 1.2503,                 1.1739,               0.004324,               0.004324,               0.004324
                    175,                0.51005,                0.72425,                 1.0882,                 0.7326,                0.50178,                0.55104,                0.45589,                0.62918,                 1.2528,                 1.1755,               0.004291,               0.004291,               0.004291
                    176,                0.50927,                 0.7262,                 1.0913,                0.71466,                0.50199,                 0.5506,                0.45608,                0.62828,                  1.262,                 1.1716,               0.004258,               0.004258,               0.004258
                    177,                0.51288,                0.73948,                 1.0926,                0.71731,                 0.5007,                0.55153,                0.45819,                0.62888,                  1.255,                 1.1711,               0.004225,               0.004225,               0.004225
                    178,                0.49974,                0.70397,                 1.0841,                0.78612,                0.47474,                0.55304,                0.45915,                0.62423,                 1.2476,                 1.1657,               0.004192,               0.004192,               0.004192
                    179,                0.50932,                0.71662,                  1.091,                 0.7839,                0.48249,                0.55319,                0.45979,                0.62615,                 1.2476,                 1.1681,               0.004159,               0.004159,               0.004159
                    180,                 0.5075,                0.70051,                 1.0843,                0.79646,                0.48122,                0.55129,                0.45844,                0.62901,                 1.2451,                 1.1712,               0.004126,               0.004126,               0.004126
                    181,                0.51743,                0.73403,                 1.0948,                0.79538,                0.47983,                0.54773,                0.45412,                0.62917,                 1.2503,                 1.1709,               0.004093,               0.004093,               0.004093
                    182,                0.51257,                0.71867,                 1.0897,                0.79704,                0.49233,                0.55051,                 0.4558,                0.62879,                 1.2553,                 1.1691,                0.00406,                0.00406,                0.00406
                    183,                0.50693,                0.70859,                 1.0877,                0.80494,                0.48789,                0.55358,                0.45892,                0.63093,                 1.2474,                 1.1728,               0.004027,               0.004027,               0.004027
                    184,                 0.5114,                0.70911,                 1.0895,                 0.7934,                0.49412,                0.55585,                0.45983,                0.63096,                 1.2428,                 1.1718,               0.003994,               0.003994,               0.003994
                    185,                0.50479,                0.70785,                 1.0878,                0.75289,                0.50051,                0.55602,                0.45957,                0.62679,                 1.2493,                 1.1682,               0.003961,               0.003961,               0.003961
                    186,                0.50476,                0.70152,                  1.087,                0.74256,                0.50603,                 0.5542,                0.45899,                0.62518,                 1.2552,                 1.1664,               0.003928,               0.003928,               0.003928
                    187,                0.49642,                0.68615,                 1.0797,                0.75343,                0.49733,                0.55799,                0.45993,                0.62533,                 1.2589,                 1.1671,               0.003895,               0.003895,               0.003895
                    188,                0.49972,                0.70039,                 1.0808,                0.75274,                0.50426,                 0.5572,                0.45942,                0.62739,                 1.2693,                 1.1706,               0.003862,               0.003862,               0.003862
                    189,                0.49959,                0.69062,                 1.0847,                 0.7564,                0.50249,                0.55531,                0.45914,                0.62533,                 1.2689,                 1.1661,               0.003829,               0.003829,               0.003829
                    190,                 0.4961,                0.69098,                 1.0791,                0.76503,                 0.4912,                0.55258,                0.45713,                0.62326,                 1.2672,                 1.1691,               0.003796,               0.003796,               0.003796
                    191,                0.49054,                  0.681,                 1.0768,                0.71172,                0.50862,                0.55124,                0.46041,                0.62056,                 1.2559,                 1.1696,               0.003763,               0.003763,               0.003763
                    192,                0.49217,                0.68159,                 1.0741,                0.72571,                0.50469,                0.54781,                0.45906,                0.61694,                 1.2515,                 1.1675,                0.00373,                0.00373,                0.00373
                    193,                 0.5003,                0.68222,                 1.0795,                0.71822,                0.50752,                0.54935,                0.46154,                0.61817,                 1.2554,                 1.1688,               0.003697,               0.003697,               0.003697
                    194,                0.49429,                0.68153,                 1.0772,                0.71787,                0.51284,                0.54921,                0.46059,                0.61491,                 1.2537,                  1.165,               0.003664,               0.003664,               0.003664
                    195,                0.48893,                0.68068,                 1.0719,                0.76115,                0.50377,                0.55065,                0.45968,                0.61829,                 1.2553,                 1.1688,               0.003631,               0.003631,               0.003631
                    196,                0.49428,                0.68766,                 1.0788,                0.75294,                0.50834,                0.55086,                0.46062,                0.61875,                 1.2536,                 1.1716,               0.003598,               0.003598,               0.003598
                    197,                0.48446,                 0.6612,                 1.0686,                0.72093,                0.51511,                0.55412,                0.46279,                0.61648,                 1.2475,                 1.1709,               0.003565,               0.003565,               0.003565
                    198,                0.48623,                0.65641,                 1.0692,                0.71739,                0.51125,                0.55486,                0.46399,                0.61641,                 1.2438,                 1.1707,               0.003532,               0.003532,               0.003532
                    199,                0.48646,                0.66598,                 1.0725,                 0.7187,                0.51423,                0.55345,                0.46356,                0.61555,                 1.2521,                 1.1693,               0.003499,               0.003499,               0.003499
                    200,                0.48497,                0.66502,                 1.0681,                0.68214,                0.51455,                0.55389,                0.46518,                0.61492,                 1.2463,                 1.1701,               0.003466,               0.003466,               0.003466
                    201,                0.48459,                 0.6546,                 1.0689,                0.72169,                0.50969,                0.55312,                0.46387,                0.61777,                 1.2512,                 1.1718,               0.003433,               0.003433,               0.003433
                    202,                0.47955,                0.65644,                 1.0659,                0.72108,                0.51097,                0.55342,                 0.4628,                0.61952,                 1.2455,                 1.1732,                 0.0034,                 0.0034,                 0.0034
                    203,                0.48038,                 0.6551,                 1.0664,                  0.757,                0.50682,                0.55352,                0.46255,                0.61673,                 1.2469,                 1.1716,               0.003367,               0.003367,               0.003367
                    204,                0.47592,                0.64886,                 1.0644,                0.76747,                0.50514,                 0.5541,                0.46291,                0.61468,                 1.2485,                 1.1696,               0.003334,               0.003334,               0.003334
                    205,                0.48238,                 0.6486,                 1.0648,                0.77071,                0.49745,                0.55201,                0.46197,                0.61236,                 1.2478,                 1.1679,               0.003301,               0.003301,               0.003301
                    206,                0.47548,                0.64006,                 1.0624,                0.75857,                0.50183,                0.55278,                0.46353,                  0.613,                 1.2517,                 1.1668,               0.003268,               0.003268,               0.003268
                    207,                0.48209,                0.64532,                 1.0688,                0.76305,                 0.5051,                0.55246,                0.46205,                0.61259,                 1.2501,                 1.1663,               0.003235,               0.003235,               0.003235
                    208,                0.47094,                0.64187,                 1.0616,                0.77123,                0.50201,                0.55317,                0.46168,                0.61105,                 1.2484,                 1.1657,               0.003202,               0.003202,               0.003202
                    209,                0.47435,                0.63848,                 1.0632,                0.76798,                0.50074,                0.55306,                0.46229,                0.61228,                 1.2492,                 1.1676,               0.003169,               0.003169,               0.003169
                    210,                0.48319,                0.64819,                 1.0709,                0.78266,                0.50252,                0.55618,                0.46422,                0.61331,                 1.2498,                 1.1681,               0.003136,               0.003136,               0.003136
                    211,                0.47066,                0.63279,                 1.0599,                 0.7784,                0.50275,                0.55782,                0.46242,                0.61417,                 1.2482,                  1.168,               0.003103,               0.003103,               0.003103
                    212,                0.47347,                0.63709,                 1.0615,                0.75702,                0.50737,                0.55512,                0.46171,                0.61541,                 1.2495,                 1.1705,                0.00307,                0.00307,                0.00307
                    213,                0.47388,                0.63115,                 1.0627,                0.75732,                 0.5046,                0.55316,                0.46217,                0.61533,                 1.2444,                 1.1697,               0.003037,               0.003037,               0.003037
                    214,                0.46602,                0.62129,                 1.0569,                0.78303,                0.49892,                0.55458,                0.46353,                0.61372,                 1.2501,                 1.1686,               0.003004,               0.003004,               0.003004
                    215,                0.47186,                0.62817,                 1.0577,                0.78189,                0.49908,                0.55516,                0.46425,                0.61217,                 1.2542,                 1.1672,               0.002971,               0.002971,               0.002971
                    216,                0.47105,                0.61773,                 1.0595,                0.74048,                0.50237,                0.55466,                0.46352,                0.60962,                  1.248,                 1.1647,               0.002938,               0.002938,               0.002938
                    217,                0.46029,                0.60736,                 1.0497,                0.73701,                0.50679,                0.55429,                0.46409,                0.60652,                 1.2481,                 1.1619,               0.002905,               0.002905,               0.002905
                    218,                0.45568,                0.61655,                 1.0503,                0.73406,                   0.51,                0.55328,                0.46321,                0.60631,                  1.247,                 1.1613,               0.002872,               0.002872,               0.002872
                    219,                0.46333,                0.61331,                 1.0481,                0.76843,                0.50358,                0.55475,                0.46562,                0.60645,                 1.2483,                 1.1614,               0.002839,               0.002839,               0.002839
                    220,                0.46433,                0.61485,                 1.0574,                0.77408,                0.50161,                0.55505,                0.46642,                0.60463,                 1.2514,                   1.16,               0.002806,               0.002806,               0.002806
                    221,                0.46392,                0.61158,                 1.0568,                0.77818,                0.49774,                0.55455,                0.46629,                0.60487,                 1.2559,                 1.1606,               0.002773,               0.002773,               0.002773
                    222,                0.45457,                0.60393,                 1.0493,                 0.7796,                0.49697,                0.55468,                0.46748,                0.60447,                 1.2535,                 1.1595,                0.00274,                0.00274,                0.00274
                    223,                0.45281,                0.59204,                 1.0464,                0.79108,                0.49409,                0.55185,                0.46479,                0.60644,                 1.2583,                 1.1613,               0.002707,               0.002707,               0.002707
                    224,                0.45729,                0.60873,                 1.0489,                0.78315,                0.49769,                0.55185,                0.46505,                0.60598,                 1.2596,                 1.1619,               0.002674,               0.002674,               0.002674
                    225,                0.45722,                 0.5923,                 1.0492,                 0.7872,                0.49807,                 0.5542,                0.46684,                0.60709,                   1.26,                 1.1633,               0.002641,               0.002641,               0.002641
                    226,                0.45058,                0.59018,                 1.0444,                 0.7793,                0.50471,                0.55573,                0.46756,                0.60774,                 1.2571,                 1.1639,               0.002608,               0.002608,               0.002608
                    227,                0.44942,                0.59333,                 1.0423,                0.79404,                0.50075,                0.55564,                0.46818,                0.60772,                 1.2636,                 1.1645,               0.002575,               0.002575,               0.002575
                    228,                0.44872,                0.58908,                 1.0419,                0.79655,                0.50095,                0.55611,                0.46866,                0.60934,                 1.2658,                 1.1658,               0.002542,               0.002542,               0.002542
                    229,                0.45732,                0.59832,                 1.0486,                0.75374,                0.51348,                0.55531,                0.46798,                0.61017,                  1.266,                 1.1661,               0.002509,               0.002509,               0.002509
                    230,                0.44944,                0.58445,                 1.0424,                0.75367,                0.51516,                0.55847,                0.46882,                0.60884,                 1.2675,                 1.1647,               0.002476,               0.002476,               0.002476
                    231,                0.45128,                0.58586,                 1.0468,                0.76297,                0.51257,                 0.5577,                0.46914,                0.60904,                 1.2662,                 1.1651,               0.002443,               0.002443,               0.002443
                    232,                0.44355,                0.58193,                 1.0375,                0.77079,                0.50918,                0.55708,                0.46794,                0.60947,                 1.2648,                 1.1654,                0.00241,                0.00241,                0.00241
                    233,                0.44335,                0.57747,                 1.0376,                0.77702,                0.50695,                0.55843,                0.46827,                0.60886,                 1.2635,                 1.1655,               0.002377,               0.002377,               0.002377
                    234,                0.44363,                0.57116,                 1.0397,                0.77942,                0.50723,                0.56283,                0.47141,                0.60707,                 1.2621,                 1.1643,               0.002344,               0.002344,               0.002344
                    235,                 0.4438,                0.56681,                   1.04,                0.78413,                0.50591,                0.55998,                0.46995,                0.60706,                 1.2632,                 1.1642,               0.002311,               0.002311,               0.002311
                    236,                0.44075,                0.56399,                  1.034,                0.77067,                0.50738,                0.56099,                0.47124,                0.60817,                 1.2587,                 1.1644,               0.002278,               0.002278,               0.002278
                    237,                0.44148,                0.56943,                 1.0399,                0.79242,                0.50124,                0.56233,                0.47216,                0.60827,                 1.2637,                 1.1642,               0.002245,               0.002245,               0.002245
                    238,                0.44543,                0.57768,                 1.0387,                0.75374,                0.50849,                0.55989,                0.47068,                0.61006,                 1.2647,                  1.166,               0.002212,               0.002212,               0.002212
                    239,                0.44006,                0.57274,                 1.0341,                0.79159,                 0.5015,                0.56322,                0.47219,                0.61076,                 1.2656,                 1.1666,               0.002179,               0.002179,               0.002179
                    240,                0.44751,                0.56134,                 1.0378,                0.78183,                0.50612,                0.56116,                0.47199,                0.61085,                 1.2677,                 1.1674,               0.002146,               0.002146,               0.002146
                    241,                0.43982,                0.56057,                 1.0367,                0.77907,                0.50709,                0.56059,                0.47173,                0.61284,                  1.268,                 1.1692,               0.002113,               0.002113,               0.002113
                    242,                0.43958,                0.55389,                 1.0359,                0.77691,                0.50808,                 0.5626,                0.47202,                0.61318,                  1.268,                   1.17,                0.00208,                0.00208,                0.00208
                    243,                0.43862,                0.56073,                 1.0388,                0.75806,                0.50695,                0.56104,                0.47139,                0.61241,                 1.2696,                  1.169,               0.002047,               0.002047,               0.002047
                    244,                0.43051,                0.55367,                 1.0284,                0.75729,                0.50834,                0.56098,                0.47134,                0.61341,                 1.2699,                 1.1696,               0.002014,               0.002014,               0.002014
                    245,                0.43606,                 0.5531,                 1.0336,                0.75762,                0.51126,                 0.5613,                0.47139,                0.61067,                  1.269,                 1.1667,               0.001981,               0.001981,               0.001981
                    246,                0.42906,                0.54489,                 1.0297,                0.75658,                0.51023,                0.56174,                0.47153,                0.60944,                 1.2652,                 1.1657,               0.001948,               0.001948,               0.001948
                    247,                0.43038,                0.54777,                 1.0294,                0.75593,                0.51031,                0.56164,                0.47096,                0.60949,                 1.2617,                 1.1661,               0.001915,               0.001915,               0.001915
                    248,                0.43698,                0.55843,                 1.0361,                0.73733,                0.52026,                0.56029,                0.47092,                0.60948,                 1.2595,                 1.1651,               0.001882,               0.001882,               0.001882
                    249,                0.42805,                0.54574,                 1.0315,                 0.7365,                0.52055,                0.56007,                0.47095,                0.60882,                 1.2598,                 1.1646,               0.001849,               0.001849,               0.001849
                    250,                0.42625,                0.54164,                 1.0227,                0.73896,                0.52298,                0.56048,                0.47042,                0.60922,                 1.2611,                 1.1647,               0.001816,               0.001816,               0.001816
                    251,                0.43282,                0.54246,                 1.0312,                0.73843,                0.52672,                0.55895,                0.46992,                0.60982,                 1.2586,                 1.1649,               0.001783,               0.001783,               0.001783
                    252,                0.42941,                0.55185,                 1.0302,                0.74083,                0.52619,                0.55962,                0.47003,                0.60866,                 1.2583,                 1.1642,                0.00175,                0.00175,                0.00175
                    253,                0.42614,                0.53332,                 1.0241,                0.73999,                0.52284,                0.55963,                0.47098,                0.60997,                 1.2571,                 1.1654,               0.001717,               0.001717,               0.001717
                    254,                0.42641,                0.53973,                 1.0258,                0.74758,                0.52494,                0.56125,                0.47133,                0.61075,                 1.2588,                 1.1658,               0.001684,               0.001684,               0.001684
                    255,                0.42203,                0.53014,                  1.022,                0.74685,                0.52386,                0.56066,                0.47178,                0.61063,                 1.2581,                 1.1664,               0.001651,               0.001651,               0.001651
                    256,                0.42779,                0.54435,                 1.0262,                0.74694,                0.52505,                0.55874,                 0.4712,                0.61076,                 1.2557,                 1.1669,               0.001618,               0.001618,               0.001618
                    257,                  0.424,                0.53418,                  1.024,                0.74659,                  0.525,                0.55881,                 0.4707,                0.61035,                 1.2546,                 1.1669,               0.001585,               0.001585,               0.001585
                    258,                0.42626,                0.53056,                 1.0271,                0.74665,                0.52492,                0.55427,                0.46824,                 0.6111,                 1.2553,                  1.167,               0.001552,               0.001552,               0.001552
                    259,                0.41966,                0.52218,                 1.0179,                0.74443,                0.52677,                0.55381,                0.46772,                0.61093,                 1.2573,                 1.1667,               0.001519,               0.001519,               0.001519
                    260,                0.41582,                 0.5299,                  1.018,                0.74484,                0.52713,                0.55395,                0.46807,                0.61056,                 1.2551,                 1.1666,               0.001486,               0.001486,               0.001486
                    261,                0.41472,                0.51767,                 1.0152,                0.74383,                0.52787,                0.55398,                 0.4685,                0.61075,                 1.2537,                 1.1667,               0.001453,               0.001453,               0.001453
                    262,                0.41628,                0.52397,                 1.0198,                0.74412,                0.52766,                0.55402,                 0.4688,                0.61014,                   1.25,                 1.1663,                0.00142,                0.00142,                0.00142
                    263,                0.41181,                0.51997,                 1.0153,                0.74029,                0.52636,                0.55547,                0.46991,                0.61005,                 1.2485,                 1.1662,               0.001387,               0.001387,               0.001387
                    264,                 0.4134,                0.50761,                 1.0185,                0.73932,                0.52547,                0.55358,                 0.4687,                 0.6087,                 1.2483,                 1.1653,               0.001354,               0.001354,               0.001354
                    265,                0.41665,                0.52085,                 1.0207,                0.73597,                0.52585,                0.55379,                0.46834,                0.60885,                 1.2469,                 1.1654,               0.001321,               0.001321,               0.001321
                    266,                0.41086,                0.50941,                 1.0169,                0.73632,                0.52598,                0.55835,                0.47112,                0.60873,                 1.2474,                 1.1655,               0.001288,               0.001288,               0.001288
                    267,                0.41227,                0.51174,                 1.0177,                0.73658,                0.52747,                0.55404,                0.46959,                0.60783,                 1.2474,                 1.1646,               0.001255,               0.001255,               0.001255
                    268,                0.40708,                0.49725,                 1.0104,                0.73627,                0.52859,                0.55383,                0.46958,                0.60744,                 1.2478,                 1.1645,               0.001222,               0.001222,               0.001222
                    269,                0.41711,                0.51368,                 1.0209,                0.73326,                0.52578,                0.55399,                0.46947,                0.60708,                 1.2452,                  1.164,               0.001189,               0.001189,               0.001189
                    270,                0.40572,                0.50609,                 1.0143,                0.73381,                 0.5264,                0.55391,                 0.4699,                0.60641,                 1.2448,                 1.1637,               0.001156,               0.001156,               0.001156
                    271,                0.40424,                0.50022,                 1.0098,                0.73715,                0.51979,                0.55568,                 0.4715,                0.60618,                  1.244,                 1.1638,               0.001123,               0.001123,               0.001123
                    272,                0.40198,                0.49042,                 1.0087,                0.73962,                0.51871,                0.55586,                0.47073,                0.60587,                 1.2438,                 1.1638,                0.00109,                0.00109,                0.00109
                    273,                0.40695,                0.50269,                 1.0131,                0.73958,                0.51793,                0.55646,                0.47023,                0.60562,                 1.2412,                 1.1636,               0.001057,               0.001057,               0.001057
                    274,                0.40001,                0.48921,                 1.0075,                0.74017,                0.51782,                0.55623,                0.46939,                0.60511,                 1.2405,                 1.1631,               0.001024,               0.001024,               0.001024
                    275,                 0.4002,                0.49706,                   1.01,                0.74105,                 0.5175,                0.55631,                0.46976,                0.60324,                 1.2403,                 1.1614,               0.000991,               0.000991,               0.000991
                    276,                0.40391,                0.49567,                 1.0102,                0.73446,                0.52029,                 0.5568,                0.47021,                0.60415,                 1.2415,                 1.1623,               0.000958,               0.000958,               0.000958
                    277,                0.40516,                0.49294,                 1.0148,                0.72971,                0.52275,                 0.5567,                0.47017,                0.60366,                 1.2415,                 1.1621,               0.000925,               0.000925,               0.000925
                    278,                0.39817,                0.49008,                 1.0094,                0.75327,                0.51123,                0.55677,                0.46998,                0.60386,                 1.2413,                 1.1624,               0.000892,               0.000892,               0.000892
                    279,                0.39474,                0.48755,                 1.0037,                0.75056,                0.51433,                0.55611,                0.46988,                0.60302,                 1.2409,                 1.1613,               0.000859,               0.000859,               0.000859
                    280,                0.39863,                0.48134,                 1.0077,                0.75101,                0.51327,                0.55668,                0.47007,                0.60327,                 1.2398,                 1.1615,               0.000826,               0.000826,               0.000826
                    281,                0.39422,                0.48521,                 1.0065,                 0.7538,                0.51286,                 0.5567,                0.47017,                0.60369,                 1.2401,                 1.1617,               0.000793,               0.000793,               0.000793
                    282,                0.39797,                0.48753,                 1.0079,                0.75406,                0.51211,                0.55636,                0.46979,                0.60332,                 1.2401,                 1.1613,                0.00076,                0.00076,                0.00076
                    283,                0.39829,                0.48784,                 1.0104,                0.75792,                0.50879,                0.55591,                0.46963,                0.60461,                 1.2406,                 1.1625,               0.000727,               0.000727,               0.000727
                    284,                0.38953,                0.47161,                  1.002,                0.75783,                0.50819,                0.55624,                0.47019,                0.60455,                 1.2392,                  1.163,               0.000694,               0.000694,               0.000694
                    285,                0.39358,                0.47549,                 1.0084,                0.75786,                0.50708,                0.55657,                0.46992,                 0.6051,                 1.2395,                 1.1638,               0.000661,               0.000661,               0.000661
                    286,                  0.392,                 0.4814,                 1.0061,                0.75898,                0.50494,                0.55658,                0.46991,                0.60484,                 1.2392,                  1.164,               0.000628,               0.000628,               0.000628
                    287,                0.38998,                0.47804,                 1.0025,                0.76126,                0.50439,                0.55668,                0.46992,                0.60447,                 1.2381,                 1.1637,               0.000595,               0.000595,               0.000595
                    288,                0.39053,                0.47537,                 1.0021,                0.75957,                0.50487,                0.55666,                   0.47,                0.60431,                 1.2381,                 1.1635,               0.000562,               0.000562,               0.000562
                    289,                0.38525,                0.47514,                 1.0004,                 0.7602,                0.50504,                0.55652,                0.47138,                0.60437,                 1.2383,                 1.1635,               0.000529,               0.000529,               0.000529
                    290,                0.38788,                 0.4716,                 1.0005,                0.76057,                0.50513,                0.55691,                0.47229,                0.60404,                 1.2385,                 1.1631,               0.000496,               0.000496,               0.000496
                    291,                0.39311,                0.48253,                 1.0053,                0.76096,                0.50508,                0.55674,                 0.4718,                0.60413,                 1.2386,                 1.1632,               0.000463,               0.000463,               0.000463
                    292,                0.38912,                0.47112,                  1.002,                0.76329,                0.50443,                0.55676,                0.47135,                0.60342,                 1.2365,                 1.1626,                0.00043,                0.00043,                0.00043
                    293,                 0.3928,                0.47842,                 1.0085,                0.76154,                0.50506,                0.55688,                0.47166,                0.60314,                 1.2362,                 1.1625,               0.000397,               0.000397,               0.000397
                    294,                 0.3852,                0.47376,                0.99737,                0.76551,                0.50419,                0.55687,                0.47133,                0.60275,                 1.2352,                 1.1621,               0.000364,               0.000364,               0.000364
                    295,                0.38274,                0.46817,                0.99924,                 0.7659,                0.50399,                0.55617,                0.47084,                0.60116,                 1.2358,                 1.1608,               0.000331,               0.000331,               0.000331
                    296,                  0.382,                0.46082,                  0.998,                0.76707,                0.50392,                0.55616,                0.47046,                0.60097,                 1.2358,                 1.1608,               0.000298,               0.000298,               0.000298
                    297,                0.38981,                0.47061,                 1.0051,                0.76731,                0.50381,                 0.5561,                0.47017,                0.60125,                 1.2366,                 1.1608,               0.000265,               0.000265,               0.000265
                    298,                0.37789,                0.45715,                0.99455,                0.76715,                0.50395,                0.55624,                0.47038,                 0.6027,                 1.2354,                 1.1626,               0.000232,               0.000232,               0.000232
                    299,                 0.3813,                 0.4608,                0.99632,                0.76611,                0.50359,                0.55562,                0.47044,                0.60254,                 1.2349,                 1.1626,               0.000199,               0.000199,               0.000199
                    300,                0.38306,                0.46801,                 1.0016,                0.76675,                0.50312,                0.55374,                0.46881,                0.60237,                 1.2341,                 1.1626,               0.000166,               0.000166,               0.000166
